Mod:Item:MetaData, Localized Name
extrabotany:splashgrenade, item.splashgrenade.name
extrabotany:cocktail, item.cocktail.name
extrabotany:infinitewine, item.infinitewine.name
extrabotany:flyingboat:0, 魔钢飞船
extrabotany:flyingboat:1, 源质钢飞船
extrabotany:flyingboat:2, 泰拉钢飞船
extrabotany:cosmeticmaidhelmrevealing, item.cosmeticmaidhelmrevealing.name
extrabotany:combatmaidhelmrevealing, item.combatmaidhelmrevealing.name
extrabotany:shadowwarriorboots, item.shadowwarriorboots.name
extrabotany:shadowwarriorchest, item.shadowwarriorchest.name
extrabotany:shadowwarriorhelm, item.shadowwarriorhelm.name
extrabotany:shadowwarriorlegs, item.shadowwarriorlegs.name
extrabotany:combatmaidchestdarkened, item.combatmaidchestdarkened.name
extrabotany:shadowkatana, item.shadowkatana.name
extrabotany:excaliber, item.excaliber.name
extrabotany:puredaisypendant, item.puredaisypendant.name
extrabotany:supercrown, item.supercrown.name
extrabotany:redscarf, item.redscarf.name
extrabotany:masterhandbag, item.masterhandbag.name
extrabotany:spearsubspace, item.spearsubspace.name
extrabotany:coregod:0, 律者核心
extrabotany:coregod:1, 律者核心
extrabotany:candy:0, 万圣节糖果Eins
extrabotany:candy:1, 万圣节糖果Zwei
extrabotany:candy:2, 万圣节糖果Drei
extrabotany:rewardbag:0, 奖励袋Eins
extrabotany:rewardbag:1, 奖励袋Zwei
extrabotany:rewardbag:2, 奖励袋Drei
extrabotany:rewardbag:3, 奖励袋Vier
extrabotany:candybag, item.candybag.name
extrabotany:judahoath:0, 犹大的誓约
extrabotany:judahoath:1, 犹大的誓约KIRA
extrabotany:wallrunning, item.wallrunning.name
extrabotany:walljumping, item.walljumping.name
extrabotany:parkour, item.parkour.name
extrabotany:walkingcane, item.walkingcane.name
extrabotany:allforone, item.allforone.name
extrabotany:elvenking, item.elvenking.name
extrabotany:rewardbag943, item.rewardbag943.name
extrabotany:goblinslayerhelm, item.goblinslayerhelm.name
extrabotany:goblinslayerchest, item.goblinslayerchest.name
extrabotany:goblinslayerlegs, item.goblinslayerlegs.name
extrabotany:goblinslayerboots, item.goblinslayerboots.name
extrabotany:foxear, item.foxear.name
extrabotany:lens:0, 魔力透镜:冲击
extrabotany:lens:1, 魔力透镜:冶炼
extrabotany:lens:2, 魔力透镜:魔力
extrabotany:lens:3, 魔力透镜:药水
extrabotany:lens:4, 魔力透镜:云朵
extrabotany:lens:5, 魔力透镜:追踪
extrabotany:bottledflame, item.bottledflame.name
extrabotany:bottledstar, item.bottledstar.name
extrabotany:bottledpixie, item.bottledpixie.name
farmingforblockheads:market, 小市场
farmingforblockheads:chicken_nest, 鸡窝
farmingforblockheads:feeding_trough, 饲料槽
farmingforblockheads:fertilized_farmland_rich, 肥沃的耕地
farmingforblockheads:fertilized_farmland_healthy, 肥沃的耕地
farmingforblockheads:fertilized_farmland_rich_stable, 肥沃的耕地
farmingforblockheads:fertilized_farmland_healthy_stable, 肥沃的耕地
farmingforblockheads:fertilized_farmland_stable, 肥沃的耕地
farmingforblockheads:fertilizer:0, 红肥
farmingforblockheads:fertilizer:1, 绿肥
farmingforblockheads:fertilizer:2, 黄肥
gravestone:gravestone, 墓碑
gravestone:death_info, Death Info
grimoireofgaia:bust_sphinx, 斯芬克斯雕像
grimoireofgaia:bust_valkyrie, 女武神雕像
grimoireofgaia:bust_vampire, 吸血鬼雕像
grimoireofgaia:doll_creeper_girl, 苦力怕娘玩偶
grimoireofgaia:doll_ender_girl, 末影娘玩偶
grimoireofgaia:doll_slime_girl, 史莱姆娘玩偶
grimoireofgaia:doll_maid, 女仆玩偶
grimoireofgaia:deco_garden_gnome, 花园矮人
grimoireofgaia:deco_mandragora_pot, 曼德拉盆栽
grimoireofgaia:spawn_guard, 护身石版
grimoireofgaia:web_temp, 腐朽的蜘蛛网
grimoireofgaia:shard:0, 铁粒
grimoireofgaia:shard:1, 金粒
grimoireofgaia:shard:2, 钻石碎片
grimoireofgaia:shard:3, 绿宝石碎片
grimoireofgaia:shard:4, 铜粒
grimoireofgaia:shard:5, 银粒
grimoireofgaia:shard_misc:0, 不死图腾碎片
grimoireofgaia:food_meat, 肉块
grimoireofgaia:food_rotten_heart, 腐烂的心脏
grimoireofgaia:food_root, 植物根茎
grimoireofgaia:food_coalfish, 炭烤鳕鱼
grimoireofgaia:food_nether_wart, 风干地狱疣
grimoireofgaia:food_honey, 蜂蜜
grimoireofgaia:food_small_apple_gold, 金苹果派片
grimoireofgaia:food_mandrake, 曼德拉草
grimoireofgaia:food_wither, 凋零之脑
grimoireofgaia:food_monster_feed, 怪物饲料
grimoireofgaia:food_monster_feed_premium, 优质怪物饲料
grimoireofgaia:food_pie_mandrake, 曼德拉派
grimoireofgaia:food_pie_meat, 鱼干派
grimoireofgaia:food_pie_apple_gold, 金苹果派
grimoireofgaia:misc_soul_fire, 灵魂之火
grimoireofgaia:misc_soul_fiery, 火药碎片
grimoireofgaia:misc_giga_gear, 千兆骑士的心脏
grimoireofgaia:misc_fur, 皮毛
grimoireofgaia:misc_experience:0, 经验碎片（小）
grimoireofgaia:misc_experience:1, 经验碎片（中）
grimoireofgaia:misc_experience:2, 经验碎片（大）
grimoireofgaia:misc_book, 记忆之书
grimoireofgaia:misc_quill, 钻石笔
grimoireofgaia:misc_ring:0, 装饰用速度指环
grimoireofgaia:misc_ring:1, 装饰用急迫指环
grimoireofgaia:misc_ring:2, 装饰用跳跃指环
grimoireofgaia:misc_ring:3, 装饰用夜视指环
grimoireofgaia:misc_furnace_fuel, 煤球
grimoireofgaia:misc_currency:0, 盖亚币
grimoireofgaia:misc_currency:1, 商人的代币
grimoireofgaia:misc_currency:2, 荷斯陶诺斯的代币
grimoireofgaia:misc_currency:3, 薇尔羊的代币
grimoireofgaia:spawn, 扭蛋盒
grimoireofgaia:spawn_creeper_girl, 扭蛋[苦力怕娘]
grimoireofgaia:spawn_slime_girl, 扭蛋[史莱姆娘]
grimoireofgaia:spawn_ender_girl, 扭蛋[末影娘]
grimoireofgaia:spawn_trader, 扭蛋[商人]
grimoireofgaia:spawn_holstaurus, 扭蛋[荷斯陶诺斯]
grimoireofgaia:spawn_weresheep, 扭蛋[薇尔羊]
grimoireofgaia:spawn_tame, 盒饭
grimoireofgaia:box_iron, 抽奖箱[铁]
grimoireofgaia:box_gold, 抽奖箱[金]
grimoireofgaia:box_diamond, 抽奖箱[钻石]
grimoireofgaia:box:0, 抽奖箱[矿石]
grimoireofgaia:box:1, 抽奖箱[下界]
grimoireofgaia:box:2, 抽奖箱[末地]
grimoireofgaia:bag_book, 抽奖包[书]
grimoireofgaia:bag_record, 抽奖包[唱片]
grimoireofgaia:bag_arrow, 抽奖袋[箭]
grimoireofgaia:box_old, 老旧的抽奖包
grimoireofgaia:chest:0, 抽奖盒[地牢]
grimoireofgaia:chest:1, 抽奖盒[丛林神庙]
grimoireofgaia:chest:2, 抽奖盒[沙漠神庙]
grimoireofgaia:weapon_prop:0, 末影权杖
grimoireofgaia:weapon_prop:1, 烈焰权杖
grimoireofgaia:weapon_prop:2, 金属击棍
grimoireofgaia:weapon_prop_projectile_bubble, 泡泡弹
grimoireofgaia:weapon_prop_projectile_magic, 魔法弹
grimoireofgaia:weapon_prop_projectile_poison, 药水弹
grimoireofgaia:weapon_prop_projectile_web, 蛛丝弹
grimoireofgaia:weapon_prop_enchanted, 附魔轴承
grimoireofgaia:shield_prop:0, 铁制盾牌
grimoireofgaia:shield_prop:1, 金制盾牌
grimoireofgaia:shield_prop:2, 金盾牌
grimoireofgaia:weapon_fan, 手持风扇
grimoireofgaia:weapon_fan_ice, 精致冰扇
grimoireofgaia:weapon_fan_fire, 精致火扇
grimoireofgaia:weapon_book, 工具书
grimoireofgaia:weapon_book_freezing, 冻结之书
grimoireofgaia:weapon_book_nightmare, 梦魇之书
grimoireofgaia:weapon_book_metal, 金属之书
grimoireofgaia:weapon_book_ender, 末影之书
grimoireofgaia:weapon_book_hunger, 饕餮之书
grimoireofgaia:weapon_book_battle, 虚弱之书
grimoireofgaia:weapon_book_nature, 自然之书
grimoireofgaia:weapon_book_wither, 凋零之书
grimoireofgaia:weapon_book_buff, 战斗攻略
grimoireofgaia:accessory_ring_speed, 速度指环
grimoireofgaia:accessory_ring_haste, 急迫指环
grimoireofgaia:accessory_ring_jump, 跳跃指环
grimoireofgaia:accessory_ring_night, 夜视指环
grimoireofgaia:accessory_trinket_poison, 蟾蜍石吊坠
grimoireofgaia:accessory_trinket_wither, 凋零吊坠
grimoireofgaia:accessory_trinket_levitation, 罪人链球
grimoireofgaia:accessory_cursed, 沉重铁球
grimoireofgaia:accessory_headgear:0, 笼子头套
grimoireofgaia:accessory_headgear:1, 螺帽头套
grimoireofgaia:accessory_headgear:2, 穿头之箭头套
grimoireofgaia:accessory_headgear:3, 趴下的女仆头套
grimoireofgaia:accessory_headgear:4, 精灵耳朵
grimoireofgaia:weapon_prop_sword_wood, 木制长剑
grimoireofgaia:weapon_prop_sword_stone, 石制长剑
grimoireofgaia:weapon_prop_sword_iron, 铁制长剑
grimoireofgaia:weapon_prop_sword_gold, 金制长剑
grimoireofgaia:weapon_prop_axe_wood, 木制战斧
grimoireofgaia:weapon_prop_axe_stone, 石制战斧
grimoireofgaia:weapon_prop_axe_iron, 铁制战斧
grimoireofgaia:weapon_prop_axe_gold, 金制战斧
grimoireofgaia:weapon_prop_dagger_metal, 金属匕首
grimoireofgaia:weapon_prop_broom, 扫帚
grimoireofgaia:weapon_prop_hammer_minotaur, 牛头人之锤
hotornot:mitts, 手套
iceandfire:lectern, 书桌
iceandfire:podium:0, 橡木龙蛋台
iceandfire:podium:1, 云杉木龙蛋台
iceandfire:podium:2, 白桦木龙蛋台
iceandfire:podium:3, 丛林木龙蛋台
iceandfire:podium:4, 金合欢木龙蛋台
iceandfire:podium:5, 深色橡木龙蛋台
iceandfire:fire_lily, 烈焰百合
iceandfire:frost_lily, 寒冰百合
iceandfire:goldpile, 金堆
iceandfire:silverpile, 银堆
iceandfire:silver_ore, 银矿石
iceandfire:sapphire_ore, 蓝宝石矿石
iceandfire:silver_block, 银块
iceandfire:sapphire_block, 蓝宝石块
iceandfire:chared_dirt, 焦土
iceandfire:chared_grass, 焦灰草皮
iceandfire:chared_stone, 焦灰石头
iceandfire:chared_cobblestone, 焦灰圆石
iceandfire:chared_gravel, 焦灰沙砾
iceandfire:chared_grass_path, 焦灰草径
iceandfire:ash, 灰烬
iceandfire:frozen_dirt, 冻土
iceandfire:frozen_grass, 霜冻草皮
iceandfire:frozen_stone, 霜冻石头
iceandfire:frozen_cobblestone, 霜冻圆石
iceandfire:frozen_gravel, 霜冻沙砾
iceandfire:frozen_grass_path, 霜冻草径
iceandfire:frozen_splinters, 冰结碎片
iceandfire:dragon_ice, 龙息冰块
iceandfire:dragon_ice_spikes, 龙息冰刺
iceandfire:nest, 龙巢
iceandfire:egginice, 冰龙蛋
iceandfire:pixie_house:0, 棕蘑菇精灵小屋
iceandfire:pixie_house:1, 红蘑菇精灵小屋
iceandfire:pixie_house:2, 白桦木精灵小屋
iceandfire:pixie_house:3, 橡木精灵小屋
iceandfire:pixie_house:4, 深色橡木精灵小屋
iceandfire:pixie_house:5, 云杉木精灵小屋
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, 红粉精灵瓶
iceandfire:jar_pixie:1, 灵紫精灵瓶
iceandfire:jar_pixie:2, 天蓝精灵瓶
iceandfire:jar_pixie:3, 鲜绿精灵瓶
iceandfire:jar_pixie:4, 明黄精灵瓶
iceandfire:bestiary, 龙之寓言
iceandfire:manuscript, 手稿
iceandfire:sapphire_gem, 蓝宝石
iceandfire:silver_ingot, 银锭
iceandfire:silver_nugget, 银粒
iceandfire:armor_silver_metal_helmet, 银头盔
iceandfire:armor_silver_metal_chestplate, 银胸甲
iceandfire:armor_silver_metal_leggings, 银护腿
iceandfire:armor_silver_metal_boots, 银战靴
iceandfire:silver_sword, 银剑
iceandfire:silver_shovel, 银锹
iceandfire:silver_pickaxe, 银镐
iceandfire:silver_axe, 银斧
iceandfire:silver_hoe, 银锄
iceandfire:fire_stew, 花火汤
iceandfire:frost_stew, 花霜酱
iceandfire:dragonegg_red:0, 龙蛋
iceandfire:dragonegg_green:0, 龙蛋
iceandfire:dragonegg_bronze:0, 龙蛋
iceandfire:dragonegg_gray:0, 龙蛋
iceandfire:dragonegg_blue:0, 龙蛋
iceandfire:dragonegg_white:0, 龙蛋
iceandfire:dragonegg_sapphire:0, 龙蛋
iceandfire:dragonegg_silver:0, 龙蛋
iceandfire:dragonscales_red:0, 龙鳞
iceandfire:dragonscales_green:0, 龙鳞
iceandfire:dragonscales_bronze:0, 龙鳞
iceandfire:dragonscales_gray:0, 龙鳞
iceandfire:dragonscales_blue:0, 龙鳞
iceandfire:dragonscales_white:0, 龙鳞
iceandfire:dragonscales_sapphire:0, 龙鳞
iceandfire:dragonscales_silver:0, 龙鳞
iceandfire:dragonbone, 龙之骨
iceandfire:witherbone, 凋灵之骨
iceandfire:fishing_spear, 鱼叉
iceandfire:wither_shard, 凋灵骨片
iceandfire:dragonbone_sword, 龙骨剑
iceandfire:dragonbone_shovel, 龙骨锹
iceandfire:dragonbone_pickaxe, 龙骨镐
iceandfire:dragonbone_axe, 龙骨斧
iceandfire:dragonbone_hoe, 龙骨锄
iceandfire:dragonbone_sword_fire, 烈龙火刃
iceandfire:dragonbone_sword_ice, 寒龙冰刃
iceandfire:dragonbone_arrow, 龙骨箭
iceandfire:dragonbone_bow, 龙骨长弓
iceandfire:dragon_skull:0, 骸骨龙首
iceandfire:dragon_skull:1, 骸骨龙首
iceandfire:dragonarmor_iron:0, 铸铁龙铠
iceandfire:dragonarmor_iron:1, 铸铁龙铠
iceandfire:dragonarmor_iron:2, 铸铁龙铠
iceandfire:dragonarmor_iron:3, 铸铁龙铠
iceandfire:dragonarmor_gold:0, 黄金龙铠
iceandfire:dragonarmor_gold:1, 黄金龙铠
iceandfire:dragonarmor_gold:2, 黄金龙铠
iceandfire:dragonarmor_gold:3, 黄金龙铠
iceandfire:dragonarmor_diamond:0, 钻石龙铠
iceandfire:dragonarmor_diamond:1, 钻石龙铠
iceandfire:dragonarmor_diamond:2, 钻石龙铠
iceandfire:dragonarmor_diamond:3, 钻石龙铠
iceandfire:dragon_meal, 龙食
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:fire_dragon_flesh, 火龙肉
iceandfire:ice_dragon_flesh, 冰龙肉
iceandfire:fire_dragon_heart, 火龙心
iceandfire:ice_dragon_heart, 冰龙心
iceandfire:fire_dragon_blood, 火龙血
iceandfire:ice_dragon_blood, 冰龙血
iceandfire:dragon_stick, 驯龙杖
iceandfire:dragon_horn, 龙吟号角
iceandfire:dragon_horn_fire, 火龙号角
iceandfire:dragon_horn_ice, 冰龙号角
iceandfire:dragon_flute, 龙骨长笛
iceandfire:hippogryph_egg:0, 骏鹰蛋
iceandfire:hippogryph_egg:1, 骏鹰蛋
iceandfire:hippogryph_egg:2, 骏鹰蛋
iceandfire:hippogryph_egg:3, 骏鹰蛋
iceandfire:hippogryph_egg:4, 骏鹰蛋
iceandfire:hippogryph_egg:5, 骏鹰蛋
iceandfire:hippogryph_egg:6, 骏鹰蛋
iceandfire:iron_hippogryph_armor, 铁铸骏鹰甲
iceandfire:gold_hippogryph_armor, 黄金骏鹰甲
iceandfire:diamond_hippogryph_armor, 钻石骏鹰甲
iceandfire:gorgon_head, 蛇发女妖头颅
iceandfire:stone_statue, 石像
iceandfire:blindfold, 眼罩
iceandfire:pixie_dust, 精灵尘
iceandfire:ambrosia, 神肴
iceandfire:sheep_helmet, 拟羊头盔
iceandfire:sheep_chestplate, 拟羊胸甲
iceandfire:sheep_leggings, 拟羊护腿
iceandfire:sheep_boots, 拟羊靴子
iceandfire:shiny_scales, 闪光鳞片
iceandfire:earplugs, 耳塞
iceandfire:deathworm_chitin:0, 黄褐死亡蠕虫甲壳
iceandfire:deathworm_chitin:1, 白色死亡蠕虫甲壳
iceandfire:deathworm_chitin:2, 血红死亡蠕虫甲壳
iceandfire:deathworm_yellow_helmet, 黄褐死亡蠕虫甲壳头盔
iceandfire:deathworm_yellow_chestplate, 黄褐死亡蠕虫甲壳胸甲
iceandfire:deathworm_yellow_leggings, 黄褐死亡蠕虫甲壳护腿
iceandfire:deathworm_yellow_boots, 黄褐死亡蠕虫甲壳战靴
iceandfire:deathworm_white_helmet, 白色死亡蠕虫甲壳头盔
iceandfire:deathworm_white_chestplate, 白色死亡蠕虫甲壳胸甲
iceandfire:deathworm_white_leggings, 白色死亡蠕虫甲壳护腿
iceandfire:deathworm_white_boots, 白色死亡蠕虫甲壳战靴
iceandfire:deathworm_red_helmet, 血红死亡蠕虫甲壳头盔
iceandfire:deathworm_red_chestplate, 血红死亡蠕虫甲壳胸甲
iceandfire:deathworm_red_leggings, 血红死亡蠕虫甲壳护腿
iceandfire:deathworm_red_boots, 血红死亡蠕虫甲壳战靴
iceandfire:iceandfire.deathworm_egg:0, 死亡蠕虫卵
iceandfire:iceandfire.deathworm_egg:1, 死亡蠕虫巨卵
iceandfire:rotten_egg, 腐败之卵
iceandfire:stymphalian_bird_feather, Stymphalian Bird Feather
iceandfire:stymphalian_arrow, Stymphalian Arrow
iceandfire:troll_tusk, Troll Tusk
iceandfire:armor_red_helmet, 龙鳞头盔
iceandfire:armor_red_chestplate, 龙鳞胸甲
iceandfire:armor_red_leggings, 龙鳞护腿
iceandfire:armor_red_boots, 龙鳞战靴
iceandfire:armor_bronze_helmet, 龙鳞头盔
iceandfire:armor_bronze_chestplate, 龙鳞胸甲
iceandfire:armor_bronze_leggings, 龙鳞护腿
iceandfire:armor_bronze_boots, 龙鳞战靴
iceandfire:armor_green_helmet, 龙鳞头盔
iceandfire:armor_green_chestplate, 龙鳞胸甲
iceandfire:armor_green_leggings, 龙鳞护腿
iceandfire:armor_green_boots, 龙鳞战靴
iceandfire:armor_gray_helmet, 龙鳞头盔
iceandfire:armor_gray_chestplate, 龙鳞胸甲
iceandfire:armor_gray_leggings, 龙鳞护腿
iceandfire:armor_gray_boots, 龙鳞战靴
iceandfire:armor_blue_helmet, 龙鳞头盔
iceandfire:armor_blue_chestplate, 龙鳞胸甲
iceandfire:armor_blue_leggings, 龙鳞护腿
iceandfire:armor_blue_boots, 龙鳞战靴
iceandfire:armor_white_helmet, 龙鳞头盔
iceandfire:armor_white_chestplate, 龙鳞胸甲
iceandfire:armor_white_leggings, 龙鳞护腿
iceandfire:armor_white_boots, 龙鳞战靴
iceandfire:armor_sapphire_helmet, 龙鳞头盔
iceandfire:armor_sapphire_chestplate, 龙鳞胸甲
iceandfire:armor_sapphire_leggings, 龙鳞护腿
iceandfire:armor_sapphire_boots, 龙鳞战靴
iceandfire:armor_silver_helmet, 龙鳞头盔
iceandfire:armor_silver_chestplate, 龙鳞胸甲
iceandfire:armor_silver_leggings, 龙鳞护腿
iceandfire:armor_silver_boots, 龙鳞战靴
iceandfire:troll_weapon.axe, Troll's Axe
iceandfire:troll_weapon.column, Troll's Stone Column
iceandfire:troll_weapon.column_forest, Troll's Mossy Column
iceandfire:troll_weapon.column_frost, Troll's Frosted Col
iceandfire:troll_weapon.hammer, Troll's Hammer
iceandfire:troll_weapon.trunk, Troll's Tree Trunk
iceandfire:troll_weapon.trunk_frost, Troll's Frosted Tree Trunk
iceandfire:troll_leather_forest, Forest Troll Leather
iceandfire:forest_troll_leather_helmet, Forest Troll Leather Helmet
iceandfire:forest_troll_leather_chestplate, Forest Troll Leather Chestplate
iceandfire:forest_troll_leather_leggings, Forest Troll Leather Leggings
iceandfire:forest_troll_leather_boots, Forest Troll Leather Boots
iceandfire:troll_leather_frost, Frost Troll Leather
iceandfire:frost_troll_leather_helmet, Frost Troll Leather Helmet
iceandfire:frost_troll_leather_chestplate, Frost Troll Leather Chestplate
iceandfire:frost_troll_leather_leggings, Frost Troll Leather Leggings
iceandfire:frost_troll_leather_boots, Frost Troll Leather Boots
iceandfire:troll_leather_mountain, Mountain Troll Leather
iceandfire:mountain_troll_leather_helmet, Mountain Troll Leather Helmet
iceandfire:mountain_troll_leather_chestplate, Mountain Troll Leather Chestplate
iceandfire:mountain_troll_leather_leggings, Mountain Troll Leather Leggings
iceandfire:mountain_troll_leather_boots, Mountain Troll Leather Boots
immersiveengineering:ore:0, 铜矿石
immersiveengineering:ore:1, 铝土矿石
immersiveengineering:ore:2, 铅矿石
immersiveengineering:ore:3, 银矿石
immersiveengineering:ore:4, 镍矿石
immersiveengineering:ore:5, 铀矿石
immersiveengineering:storage:0, 铜块
immersiveengineering:storage:1, 铝块
immersiveengineering:storage:2, 铅块
immersiveengineering:storage:3, 银块
immersiveengineering:storage:4, 镍块
immersiveengineering:storage:5, 铀块
immersiveengineering:storage:6, 康铜块
immersiveengineering:storage:7, 琥珀金块
immersiveengineering:storage:8, 钢块
immersiveengineering:storage_slab:0, 铜台阶
immersiveengineering:storage_slab:1, 铝台阶
immersiveengineering:storage_slab:2, 铅台阶
immersiveengineering:storage_slab:3, 银台阶
immersiveengineering:storage_slab:4, 镍台阶
immersiveengineering:storage_slab:5, 铀台阶
immersiveengineering:storage_slab:6, 康铜台阶
immersiveengineering:storage_slab:7, 琥珀金台阶
immersiveengineering:storage_slab:8, 钢台阶
immersiveengineering:stone_decoration:0, 焦炉砖
immersiveengineering:stone_decoration:1, 高炉砖
immersiveengineering:stone_decoration:2, 强化高炉砖
immersiveengineering:stone_decoration:3, 焦煤块
immersiveengineering:stone_decoration:4, 麻凝土
immersiveengineering:stone_decoration:5, 混凝土
immersiveengineering:stone_decoration:6, 混凝土砖
immersiveengineering:stone_decoration:7, 镀铅混凝土
immersiveengineering:stone_decoration:8, 绝缘玻璃
immersiveengineering:stone_decoration:10, 窑砖
immersiveengineering:stone_decoration_slab:0, 焦炉砖台阶
immersiveengineering:stone_decoration_slab:1, 高炉砖台阶
immersiveengineering:stone_decoration_slab:2, 强化高炉砖台阶
immersiveengineering:stone_decoration_slab:4, 麻凝土台阶
immersiveengineering:stone_decoration_slab:5, 混凝土台阶
immersiveengineering:stone_decoration_slab:6, 混凝土砖台阶
immersiveengineering:stone_decoration_slab:7, 镀铅混凝土台阶
immersiveengineering:stone_decoration_slab:10, 窑砖台阶
immersiveengineering:stone_decoration_stairs_hempcrete, 麻凝土楼梯
immersiveengineering:stone_decoration_stairs_concrete, 混凝土楼梯
immersiveengineering:stone_decoration_stairs_concrete_tile, 混凝土砖楼梯
immersiveengineering:stone_decoration_stairs_concrete_leaded, 镀铅混凝土楼梯
immersiveengineering:stone_device:3, 混凝土薄板
immersiveengineering:stone_device:4, 混凝土板
immersiveengineering:stone_device:5, 混凝土块
immersiveengineering:treated_wood:0, 防腐木板
immersiveengineering:treated_wood:1, 防腐木板
immersiveengineering:treated_wood:2, 防腐木板
immersiveengineering:treated_wood_slab:0, 防腐木台阶
immersiveengineering:treated_wood_slab:1, 防腐木台阶
immersiveengineering:treated_wood_slab:2, 防腐木台阶
immersiveengineering:treated_wood_stairs0, 防腐木楼梯
immersiveengineering:treated_wood_stairs1, 防腐木楼梯
immersiveengineering:treated_wood_stairs2, 防腐木楼梯
immersiveengineering:wooden_decoration:0, 防腐木栅栏
immersiveengineering:wooden_decoration:1, 防腐木脚手架
immersiveengineering:wooden_device0:0, 木质储物箱
immersiveengineering:wooden_device0:1, 木桶
immersiveengineering:wooden_device0:2, 工程师装配台
immersiveengineering:wooden_device0:3, 物品路由器
immersiveengineering:wooden_device0:4, 火药桶
immersiveengineering:wooden_device0:5, 强化储存箱
immersiveengineering:wooden_device0:6, 旋转台
immersiveengineering:wooden_device0:7, 流体路由器
immersiveengineering:wooden_device1:0, 水车
immersiveengineering:wooden_device1:1, 风车
immersiveengineering:wooden_device1:3, 木杆
immersiveengineering:wooden_device1:4, 木质壁挂支架
immersiveengineering:hemp, 工业大麻
immersiveengineering:cloth_device:0, 气垫
immersiveengineering:cloth_device:1, 气球
immersiveengineering:cloth_device:2, 带状帘
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, 铜板金属块
immersiveengineering:sheetmetal:1, 铝板金属块
immersiveengineering:sheetmetal:2, 铅板金属块
immersiveengineering:sheetmetal:3, 银板金属块
immersiveengineering:sheetmetal:4, 镍板金属块
immersiveengineering:sheetmetal:5, 铀板金属块
immersiveengineering:sheetmetal:6, 康铜板金属块
immersiveengineering:sheetmetal:7, 琥珀金板金属块
immersiveengineering:sheetmetal:8, 钢板金属块
immersiveengineering:sheetmetal:9, 铁板金属块
immersiveengineering:sheetmetal:10, 金板金属块
immersiveengineering:sheetmetal_slab:0, 铜板金属块台阶
immersiveengineering:sheetmetal_slab:1, 铝板金属块台阶
immersiveengineering:sheetmetal_slab:2, 铅板金属块台阶
immersiveengineering:sheetmetal_slab:3, 银板金属块台阶
immersiveengineering:sheetmetal_slab:4, 镍板金属块台阶
immersiveengineering:sheetmetal_slab:5, 铀板金属块台阶
immersiveengineering:sheetmetal_slab:6, 康铜板金属块台阶
immersiveengineering:sheetmetal_slab:7, 琥珀金板金属块台阶
immersiveengineering:sheetmetal_slab:8, 钢板金属块台阶
immersiveengineering:sheetmetal_slab:9, 铁板金属块台阶
immersiveengineering:sheetmetal_slab:10, 金板金属块台阶
immersiveengineering:metal_decoration0:0, 铜线圈
immersiveengineering:metal_decoration0:1, 琥珀金线圈
immersiveengineering:metal_decoration0:2, 高压线圈
immersiveengineering:metal_decoration0:3, 红石工程块
immersiveengineering:metal_decoration0:4, 轻型工程块
immersiveengineering:metal_decoration0:5, 重型工程块
immersiveengineering:metal_decoration0:6, 发电机模块
immersiveengineering:metal_decoration0:7, 散热器模块
immersiveengineering:metal_decoration1:0, 钢栅栏
immersiveengineering:metal_decoration1:1, 钢脚手架
immersiveengineering:metal_decoration1:2, 钢脚手架
immersiveengineering:metal_decoration1:3, 钢脚手架
immersiveengineering:metal_decoration1:4, 铝栅栏
immersiveengineering:metal_decoration1:5, 铝脚手架
immersiveengineering:metal_decoration1:6, 铝脚手架
immersiveengineering:metal_decoration1:7, 铝脚手架
immersiveengineering:metal_decoration2:0, 钢杆
immersiveengineering:metal_decoration2:1, 钢壁挂支架
immersiveengineering:metal_decoration2:2, 铝杆
immersiveengineering:metal_decoration2:3, 铝壁挂支架
immersiveengineering:metal_decoration2:4, 灯
immersiveengineering:metal_decoration2:5, 刀片刺网
immersiveengineering:metal_decoration2:7, 钢结构臂
immersiveengineering:metal_decoration2:8, 铝结构臂
immersiveengineering:metal_decoration1_slab:1, 钢脚手架台阶
immersiveengineering:metal_decoration1_slab:2, 钢脚手架台阶
immersiveengineering:metal_decoration1_slab:3, 钢脚手架台阶
immersiveengineering:metal_decoration1_slab:5, 铝脚手架台阶
immersiveengineering:metal_decoration1_slab:6, 铝脚手架台阶
immersiveengineering:metal_decoration1_slab:7, 铝脚手架台阶
immersiveengineering:steel_scaffolding_stairs0, 钢脚手架楼梯
immersiveengineering:steel_scaffolding_stairs1, 钢脚手架楼梯
immersiveengineering:steel_scaffolding_stairs2, 钢脚手架楼梯
immersiveengineering:aluminum_scaffolding_stairs0, 铝脚手架楼梯
immersiveengineering:aluminum_scaffolding_stairs1, 铝脚手架楼梯
immersiveengineering:aluminum_scaffolding_stairs2, 铝脚手架楼梯
immersiveengineering:metal_ladder:0, 金属梯子
immersiveengineering:metal_ladder:1, 安全梯
immersiveengineering:metal_ladder:2, 安全梯
immersiveengineering:connector:0, 低压接线器
immersiveengineering:connector:1, 低压继电器
immersiveengineering:connector:2, 中压接线器
immersiveengineering:connector:3, 中压继电器
immersiveengineering:connector:4, 高压接线器
immersiveengineering:connector:5, 高压继电器
immersiveengineering:connector:6, 结构性接线器
